,index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그
10,9411,밑반찬,일상,버섯류,굽기,냉장고에 새송이 하나쯤은 있쟈냐~! 새송이간장버터구이 ★,https://www.10000recipe.com/recipe/6919453,"49,557",만개의레시피                                ,2,20분 이내,아무나,"['새송이버섯', '꽈리고추', '버터', '통깨', '간장', '맛술', '올리고당', '후추']","굴러다니던 재료의 변신은 끝이없지~! 
이렇게 만드니 버섯인줄 아무도 몰라!!!
세상의 모든 레시피 만개의레시피","['새송이버섯은 양쪽을 잘라낸 후 3등분 한다.남은 버섯은 찌개 끓이거나 볶음밥 재료에 사용해요.', '통썰기 한 버섯 윗면에 칼집을 낸다.', '볼에 양념 재료를 넣고 양념장을 만든다.', '달군 팬에 버터를 녹인 후 새송이버섯을 앞뒤로 굽는다.                    \n\n                            네오플램 피카 프라이팬', '꽈리고추와 양념장을 넣고 조린 뒤 통깨를 뿌려 완성한다.']","['버섯', '버섯레시피', '새송이버섯', '새송이간장버터구이', '단짠', '반찬', '간단 반찬', '버섯버터구이']"
11,9412,밑반찬,일상,버섯류,굽기,느타리버섯양념구이,https://www.10000recipe.com/recipe/4042421,"46,353",풀향기                                ,3,30분 이내,초급,"['느타리버섯', '실파', '통깨', '식용유', '고추장', '고춧가루', '진간장', '맛술', '올리고당', '다진 파', '다진 마늘', '참기름']",느타리버섯과 갖은 양념으로 만든 매콤하고 쫄깃쫄깃한 반찬! 느타리버섯양념구이 소개합니다.,"['느타리버섯은 끓는 물에 살짝 데친 후 찬물에 헹구어 물기를 제거해 줍니다. 굵은 느타리버섯은 반으로 찢어 주었어요.', '분량의 양념 재료 고추장, 고춧가루, 진간장, 올리고당, 맛술, 다진 파, 다진 마늘, 참기름을 넣어 양념을 만들어줍니다.', '느타리버섯에 양념을 넣어 버무린 후 재워둡니다.', '달군 프라이팬에 식용유를 두르고 구워줍니다. \n느타리버섯은 끓는 물에 데친거라 오랫동안 굽지 않아도 된답니다.']",
12,9413,밑반찬,일상,버섯류,굽기,[식약처] 양송이구이,https://www.10000recipe.com/recipe/6992353,129,식품의약품안전처                                ,1,60분 이내,중급,"['양송이', '로즈마리', '돼지고기 다짐육', '청양고추', '후추', '다진마늘', '달걀', '밀가루', '홀스레디쉬                                                                                    30g', '레몬즙', '후추']",삼삼한 밥상 조리법을 소개합니다.,"['양송이는 꼭지를 제거하고 밀가루를 살짝 \n묻혀준다.', '청양고추를 송송 다진다.', '청양고추, 다진 돼지고기, 계란을 함께 버무려\n준다.', '양송이 소에 양념된 돼지고기를 채워준다.', '소스를 만들어준다.', '팬에 양송이를 구워준 후 로즈마리를 올려주고 \n소스와 함께 낸다.']","['청양고추와', '마늘을', '사용해', '특유의', '맛과', '향을', '냈고', '양송이버섯', '특유의', '감칠맛으로', '나트륨', '사용을', '줄일', '수가', '있다.', '식품의약품안전처', '마이나슈', '삼삼한밥상4권']"
13,9414,밑반찬,일상,버섯류,굽기,양송이 속을 돼지고기로 채워 만든 에어프라이어 양송이버섯구이 ★ ,https://www.10000recipe.com/recipe/6929703,"21,166",만개의레시피                                ,4,60분 이내,초급,"['양송이버섯', '다진돼지고기', '빵가루', '베이컨', '식용유', '굴소스', '맛술', '설탕', '다진마늘', '소금', '후추']","에어프라이어 쉽게 간단한 일품요리 만들기! 
버섯구이인지 완자구이인지 모를 만큼 고기 듬뿍 채워 
양송이버섯을 더 맛있게 먹는 법! 
세상의 모든 레시피 만개의레시피","['양송이버섯은 기둥을 제거하고 베이컨은 다진다.제거한 버섯 기둥은 다져 주세요.', '다진 돼지고기에 베이컨, 버섯기둥, 양념재료를 넣어 섞는다.', '양송이버섯에 고기를 동그랗게 모양 잡아 올리고 빵가루를 묻힌다.', '에어프라이어 바스켓에 버섯을 넣고 식용유를 뿌린 후 180도 온도에서 30분간 구워 완성한다.에어프라이어']","['에어프라이어', '버섯구이', '돼지고기버섯구이', '에어프라이어 버섯구이', '양송이버섯구이', '에어프라이어 튀김', '간단', '에어프라이어 간단한 레시피']"
14,9415,밑반찬,일상,버섯류,굽기,새송이관자 버터양념구이 생일생신상요리,https://www.10000recipe.com/recipe/6992161,152,햇살머금은집                                ,2,10분 이내,아무나,"['새송이버섯', '버터', '물', '간장', '설탕', '고춧가루', '통깨', '대파']",새송이버섯 에어프라이어 양념구이 만들어 볼께요.,"['고기식감이 나는 맛있는 새송이버섯 양념구이 만들어 볼께요.', '적당한 크기로 새송이 버섯을 잘라서 윗부분 2/3에 칼집을 넣어 주세요.', '버터를 윗부분에 발라 주세요. 에어프라이어에 넣고 180도 5분 돌려 주세요.에어프라이어', '물2T.간장2T.설탕1/2t.고춧가루1t.통깨약간.대파약간을 넣고\n잘 섞어서 양념장을 만들어 주세요.그리고 에어프라이어에 넣고\n180도 3분 돌려 주세요.', '그럼 양념 새송이버서구이 에어프라이어로 뚝딱 완성이랍니다.']","['에어프라이어요리', '에어프라이어', '새송이버섯구이', '새송이버섯굽기', '양념', '새송이버섯', '양념구이만들기', '에어프라이어요리추천', '손님초대음식', '집들이음식', '생신상차림메뉴']"
15,9416,밑반찬,일상,버섯류,굽기,간단한 밑반찬 새송이버섯 고추장구이 만드는 법,https://www.10000recipe.com/recipe/6900918,"38,845",뽕림이                                ,2,15분 이내,아무나,"['새송이버섯', '쪽파', '통깨', '고추장', '고춧가루', '진간장', '올리고당', '다진 마늘', '물', '참기름']","오늘은 향긋한 새송이버섯을 이용해 간단한 밑반찬 하나를 만들어보았어요.

바로 쫄깃쫄깃 매콤한 새송이버섯 고추장구이되시겠슴당 :)","['새송이버섯은 0.5cm 두께로 잘라주세요.', '쪽파는 송송 썰어주세요.', '고추장 2.5T, 고춧가루 1/2T, 진간장 1T, 올리고당 1T, 다진 마늘 1/3T, 물 3T, 참기름 1T을 넣고 잘 섞어 양념장을 만들어요.', '예열한 팬에 새송이버섯을 앞뒤로 가볍게 구워줍니다.\n* 숨이 약간 죽을 정도면 돼요 :)', '구운 버섯에 양념장을 골고루 발라준 뒤 약불에서 졸이듯 구워주세요.', '완성된 새송이버섯 고추장구이를 접시에 담고 통깨를 샤샥 ~ \n송송 썬 쪽파도 적당량 올려 마무리합니다.', '매콤하고 쫄깃한 새송이버섯 고추장구이가 완성되었어요 :)']","['다이어트', '새송이버섯', '새송이버섯구이', '새송이버섯고추장구이', '별미반찬', '인기메뉴', '버섯요리', '간단한밑반찬', '밑반찬']"
16,9417,밑반찬,일상,버섯류,굽기,식감도 향도 모두 잡은~‘새송이버섯고추장구이’만드는 방법~!!양념장 황금레시피^^,https://www.10000recipe.com/recipe/6972062,"5,894",판교맘’s누구나집밥                                ,3,20분 이내,초급,"['새송이버섯', '다진파', '깨', '고추장', '고춧가루', '올리고당', '진간장', '다진마늘', '들기름', '물', '깨', '생강가루', '매실액']",식감도 향도 좋은 ‘새송이고추장구이’입니다~,"['새송이3개는 편으로 잘라 마른팬에 구워주시고,', '굽는 동안 양념장을 준비하겠습니다. 고추장2T,', '고춧가루1T,', '올리고당1T,', '간장1T,', '다진마늘1/2T,', '들기름1T,', '물2T,', '생강가루1/2t,', '깨1/2T,', '매실액1T를 고르게 섞어주신 후,', '달궈진 팬에 붓고, 바글바글 끌어오르면,', '구운 버섯을 구워주셔요.중불', '양념장이 다 졸아들때까지 펼쳐서 구워주시면 됩니다.', '가지런히 담아 대파와 깨를 함께 올려 마무리 하였습니다.', '오늘도 맛나게 드셔요^^']","['새송이버섯고추장구이', '버섯구이', '새송이버섯구이', '버섯요리', '버섯반찬']"
17,9418,밑반찬,일상,버섯류,굽기,새송이 버섯구이 ,https://www.10000recipe.com/recipe/6697217,"65,692",MJ후다닥레시피                                ,2,30분 이내,초급,"['새송이버섯', '고추장', '고춧가루', '물엿', '간장', '다진마늘', '참기름', '다진파', '물', '통깨']",매콤하니 오독오독 매력적인 고추장소스 새송이버섯구이입니다.,"['먼저 새송이버섯은 편으로 썰어주세요. 수분이 빠지면 얇아지니까 너무 얇게는 썰지마시고요.', '분량의 양념을 넣어 섞어주세요.', '새송이버섯의 수분도 빼줄 겸 말랑해지가 앞뒤로 한번 씩 구워 숨을 죽여주시고요.', '고추장양념을 넣어 새송이버섯을 졸이듯 팬에 구워주시면 됩니다.']",
18,9419,밑반찬,일상,버섯류,굽기,새송이버섯구이 만드는 법,https://www.10000recipe.com/recipe/6561166,"176,786",짜옹                                ,3,15분 이내,아무나,"['새송이버섯', '다진파', '버터', '간장', '다진마늘', '올리고당', '참기름']",슬라이스 버섯에 맛있는 양념이 베인~ 영양만점 요리 새송이버섯구이를 만들어볼게요~,"['버섯은 이렇게 슬라이스 해서 잘라주세요. 너무 얇지 않게 0.5cm 정도 두께로 잘라주면 적당한거같아요.', '양념장을 만들어 주었답니다. 간장 3, 다진마늘, 올리고당, 참기름 1 넣었어요.', '팬에 버터를 녹여주었습니다. 잘라주었던 버섯을 구워주세요. 앞뒤로 노릇하게 구워주시면 됩니다.', '불을 줄이고 양념을 적당히 올려서 양념이 골고루 묻도록 구워주세요. 주의하실점은 불을 너무 쎄게 하면 양념이 많이 탈수 있으니 불을 중불로해서 양념을 조려주세요. \n마지막에 다진파를 올려서 데코를 해주면 완성입니다!']",
19,9420,밑반찬,일상,버섯류,굽기,10분완성 ～표고버섯 버터구이 ~~또 먹고싶은 버터간장맛☆☆☆☆☆,https://www.10000recipe.com/recipe/6965464,"4,111",키친JY                                ,3,10분 이내,아무나,"['표고버섯', '대파', '버터', '식용유', '술(15ml)', '물(30ml)', '간장 작은큰술(5ml)', '황설탕 (5ml)', '다진마늘', '후추']","표고버섯이 많아서 생각하게된 요리입니다~ 
간편하고 손쉬운 버터구이~
버터.간장.대파향.마늘향 ~발란스 맞춘 버터구이 
맛잇엇답니다~~^___^
(식감이 쫄깃쫄깃하니 넘 맛잇엇어요)","['표고버섯 중앙에 칼집을 내어주세요 \n대파는 쫑쫑 썰어주세요.', '약불로하고 팬에 버터와 기름을 넣고 버섯올리고 중불로 온도올려 \n중약불로 하고 1분정도 굽고, 뒤집어 중약불에 1분구워내 그릇에 담아내어 주세요.', '후라이팬 그대로 대파와 소스넣고 강불로 한번 끓어올리고 버섯도올려 중약불로 하고 천천히 맛이 들어가게끔 \n조림구이 해갑니다.', '다되면 실파.통깨 조금 올리면 \n더욱 먹음직스럽습니다 ☆']","['표고버섯', '버터구이', '면연력증강']"
20,9421,밑반찬,일상,버섯류,굽기,"매콤 달콤한 팽이버섯 양념구이.(버섯요리, 밥반찬, 채식.)",https://www.10000recipe.com/recipe/6959723,"12,227",시골할매                                ,3,10분 이내,아무나,"['팽이버섯', '통깨', '참기름', '진간장', '고추장', '고춧가루', '굴소스', '올리고당', '설탕', '맛술', '후추', '다진마늘']",묶음으로 팔아서 팽이버섯을 어쩔 수 많이 구매 했을 때 한 번에 맛있게 해결하기 위해 만들어 본 메뉴인데 밥 반찬으로 딱 이더라고요~그래서 레시피를 공유해봅니다^^,"['양념을 비율대로 골고루 섞어둔다.', '밑둥을 자르고 결대로 찢은 팽이버섯을 마른 팬에 깔아준다.', '기름이 없이 노르스름하게 수분을 말리듯이 굽는다.(수분이 남으면 양념을 발랐을때 물기가 생겨서 안됩니다.)', '약간의 색이 나면 가스불을 끄고 양념을 발라 준 뒤 다시 가스불 약불에서 살짝만 더 굽는다.', '참기름과 통깨를 뿌려 주면 완성된다.']","['홈쿡', '밥반찬', '집밥', '한식', '팽이버섯', '버섯구이', '양념구이', '건강식', '채식반찬', '초스피드', '초간단', '매운버섯']"
21,9422,밑반찬,일상,버섯류,굽기,새송이버섯양념구이 10분 안에 반찬만들기,https://www.10000recipe.com/recipe/6919641,"8,708",바겨사                                ,2,10분 이내,아무나,"['새송이버섯', '고추장', '고춧가루', '간장', '올리고당', '들기름', '간마늘', '물', '대파', '통깨']",할 일을 손 앞에 두고 아무것도 하기가 싫어서 몇 시간을 멍만 때렸네요. 어제 빠릿하게 움직였다고 오늘은 그냥 쉬었네요. 빠릿함이 작심삼일도 아니고 하루였나 봅니다. 오늘은 기운을 충전했으니 내일은 바짝 뭐든 해야겠네요. 새송이버섯을 사놓고 잊고 있어서 10분 안에 만들 수 있는 새송이버섯양념구이를 반찬으로 만들었습니다. ​,"['새송이버섯을 두툼하게 썬다.', '볼에 분량의 양념장 재료를 넣고 양념장을 만든다.', '달군 팬에 새송이버섯을 넣고 굽는다.', '앞뒤로 구운 새송이버섯은 따로 뺀다.', '버섯 구운 팬에 양념장을 넣는다.', '덜어놓았던 버섯을 넣고 양념이 스며들게 볶는다.', '대파를 썰어 넣고 통깨를 뿌려 마무리 한다.']","['새송이버섯양념구이', '새송이버섯구이', '버섯양념']"
22,9423,밑반찬,일상,버섯류,굽기,새송이 버섯 양념 구이,https://www.10000recipe.com/recipe/6900159,"13,485",lee쉐프                                ,2,10분 이내,아무나,"['새송이버섯', '쪽파', '들기름', '고추장', '고추가루', '다진마늘', '매실청', '맛술']","새송이 버섯을 양념장을 넣고 구워 봤습니다.
울 남편이 버섯을 잘 안 먹는데 요렇게 해주니 잘 먹네요.ㅎ
편식쟁이~^^","['새송이버섯은 밑둥은 잘라내고 편 썰기를 해주세요.고추장.고추가루.다진마늘.매실청.맛술을 넣고, 양념장을 만들어 주세요.', '쪽파는 송송 썰어주세요.', '팬에 들기름 2큰술을 두르고 버섯을 넣고 구워주세요. 1분\n뒤집어서 30초 정도 구워주세요.', '그 팬에 (양념장이 탈수 있으므로 불을 끄고)양념장을 넣은 다음 불을 껴고 끓어 오르면', '새송이 버섯을 넣고 재빨리 섞어주세요.', '완성 그릇에 담고 그위에 쪽파를 뿌려 주세요.']",
23,9424,밑반찬,일상,버섯류,굽기,팽이버섯햄말이 ,https://www.10000recipe.com/recipe/6836198,"16,176",고래언니                                ,2,10분 이내,아무나,"['팽이버섯', '슬라이스햄', '식용유']","초간단반찬 팽이버섯햄말이. 재료비도 착하고 소요되는 시간도 짧고, 이거 완전 굿뜨메뉴 아닌감유? 짭짜롬한 햄덕에 다른 간은 하지 않아도 충분히 맛있더라구요. 쫄깃한 식감과 맛있는 햄까지. 이거 어찌 맛없을 수가 있을까요?","['팽이버섯 한봉지와 슬라이스햄 한팩을 준비합니다. 재료가 간단하죠?', '햄하나에 밑둥을 잘라낸 팽이버섯을 적당하게 올려 돌돌돌 말아주세요.', '그리고는 풀리지 않게 꼬치로 두개씩 꽂아서 고정시켜주세요. 이렇게하면 예쁜 모양으로 만들 수 있어요.', '재로 각각 한봉지로 이렇게 만들었어요. 중간에 버섯배분 잘못해서 조금들어간것도 있고 많이 들어간것도 있음.', '기름을 살짝 두른 후라이팬에 올리고', '햄이 끝나는 부분부터 구워주시면 되요. 앞뒤로 노릇노릇. 이때부터 맛있는 냄새 작렬.', '그렇게 완성된 초간단반찬 팽이버섯햄말이가 완성 되었어요. 분명 반찬으로 한건데 난 맥주가 땡긴다. 맞아요. 요건 맥주안주로 제격이라죠.']","['팽이버섯', '팽이버섯말이', '밑반찬', '스피드반찬', '맥주안주']"
24,9425,밑반찬,일상,버섯류,굽기,깻잎새송이버섯구이 [도시락반찬],https://www.10000recipe.com/recipe/6919715,"9,573",깻잎언니                                ,1,15분 이내,아무나,"['새송이버섯 작은것', '깻잎 작은것', '계란', '집간장']",밋밋한 새송이 버섯에 향긋한 깻잎을 넣어서 향긋한 버섯 구이가 되었어요,"['새송이와 깻잎을 준비해요', '새송이는 한입크기로 자르고, 깻잎은 잘게 다져서 준비해요', '그릇에 계란 1개\n집간장 반작은술을 넣고 잘 풀어서', '버섯,깻잎 넣고 잘 섞어주세요', '달군팬에 기름을두르고 깻잎이 잘 묻은 새송이버섯을', '앞뒤로 노릇하게 구워요']","['깻잎새송이버섯구이', '도시락반찬', '깻잎언니']"
