,index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그
10,11,밑반찬,일상,소고기,볶음,오이소고기볶음,https://www.10000recipe.com/recipe/6830816,"21,796",솜이단이맘                                ,2,30분 이내,초급,"['오이', '소고기', '참기름', '깨소금', '식용유', '간장', '설탕', '다진마늘', '참기름', '깨소금', '소금']","간단하면서 고기와 야채가 함께 들어간 반찬이라~ 좋아요.
바쁜 아침에도 저녁에도, 시간이 없을때도 후딱 할 수 있는 아이반찬이랍니다.","['먼저 오이를 깨끗하게 씻고 필러로 껍질을 깎아주고 준비해둡니다.', '소고기도 채 썰어야하는데요. 저는 살때 잡채용으로 해서 채 썰어서 사 와서 그대로 씁니다.', '오이돌려깍기를 해서 채를 썰어서 소금을 약간 뿌려서 약 10분정도 재워 둡니다. 요렇게 재워두면 물이 생기니까 볶을때는 물기를 꼭 짜서 넣어요.', '소고기 밑간 ( 간장 1, 설탕, 다진마늘, 참기름, 깨소금 1/2큰술, 소금 약간) 을 넣고 잠시 재어 둡니다.', '소고기 밑간 ( 간장 1, 설탕, 다진마늘, 참기름, 깨소금 1/2큰술, 소금 약간) 을 넣고 잠시 재어 둡니다.', '소고기 밑간 ( 간장 1, 설탕, 다진마늘, 참기름, 깨소금 1/2큰술, 소금 약간) 을 넣고 잠시 재어 둡니다.', '팬에 식용유를 약간 두르고 미리 밑간을 해 둔 소고기를 볶아요.', '소고기가 거의 다 익으면 이때 절여둔 오이를 넣습니다', '소고기가 거의 다 익으면 이때 절여둔 오이를 넣습니다', '빠르게 빠르게 볶아 냅니다. 마지막에 참기름과 깨소금을 약간 넣어주면 끝~', '오이소고기볶음 완성입니다.']",
11,12,밑반찬,일상,소고기,볶음,tv 만물상 소고기 오이볶음,https://www.10000recipe.com/recipe/6894477,"7,669",lee쉐프                                ,2,30분 이내,초급,"['오이', '한우 (살치살)소고기', '홍고추', '청양고추', '소금', '설탕', '들기름', '깨소금', '후추', '간장', '참기름', '다진마늘']","tv 만물상에 소개된 소고기 오이볶음 레시피를 활용해서 만들었습니다.
오이의 아삭함에 소고기를 곁들여 맛과 영양을 고루 갖춘 맛있는 반찬인것 같습니다.손님상에 내어도 좋을것 같습니다.","['오이는 양끝을 잘라내고 얇게 썰은후 소금 1작은술과 설탕 1/2큰술에 재워주세요 (20분정도)', '절인오이는 물기를 꼭짠후 달군팬에 기름없이 볶다가 들기름 1큰술을 넣고 재빨리 볶아주세요 (센불에서1분 정도)', '접시에 고루 펴서 식혀주세요', '소고기는 얇게 채썰어 준후 양념을 해주세요', '팬을 달군후 소고기를 넣고 볶아주세요(센불에서 1분정도)', '접시에 고루 펴준후 식혀주세요', '오이와 소고기를 섞어준후 깨소금', '홍고추.청양고추다진것을 넣고,후추도 뿌리고 섞어주세요.', '완성그릇에 담아주세요.']",
12,13,밑반찬,일상,소고기,볶음,"소고기가지볶음, 소고기가 들어가 더 맛있어 ♪",https://www.10000recipe.com/recipe/6875071,"26,293",엘린84                                ,2,15분 이내,아무나,"['가지', '양파', '소고기다짐육', '식용유', '설탕', '굴소스', '통깨']","소고기가 들어가 더욱 맛있는 소고기 가지볶음이예요~
http://blog.naver.com/qw3859","['가지와 양파는 깨끗이 씻어서', '반으로 갈라 어슷 썰어주세요', '팬에 식용유 살짝 둘러주고 소고기 익을때까지\n맛있게~ 볶아주세요옹 ^^', '소고기가 어느정도 익었다 싶을때\n썰어두었던 가지와 양파를 넣고 같이 볶아주세요', '가지가 살짝 익었을때 설탕을 1큰술 넣고 볶아주세요~', '가지가 어느정도 익을때까지 볶아주시면 되요\n약간 흐물거린다 싶을정도로 볶아주시면 될것같아요~', '가지가 어느정도 익었다 싶었을쯤\n굴소스 1큰술을 더 넣고 양념이 어우러질정도록\n휘리릭 볶아주시면 소고기가지볶음 완성 !']","['소고기가지볶음', '가지요리', '간단한밑반찬']"
13,14,밑반찬,일상,소고기,볶음,소고기 고추장볶음- 수미네반찬 4회,https://www.10000recipe.com/recipe/6891886,"61,169",수미네반찬                                ,6,30분 이내,초급,"['다진소고기', '다진생강', '다진마늘', '잘게 썬 청양고추', '꿀', '후추', '물', '고추장', '다진생강', '다진마늘', '참기름', '통깨']","매주 (수) 저녁 8시 10분 tvN 방영
수미네 반찬 4회
2018.06.27","['다진 소고기(200g)에 다진 생강(1/2큰술), 다진 마늘(1.큰술), 잘게 썬 청양고추(1개), 꿀(1/2큰술), 후추 조금을 넣고 섞어준다.', '간이 된 다진 소고기를 달군 프라이팬에 약한 불로 기름 없이 볶아준다.', '냄비에 물(5큰술), 고추장(2국자), 다진 생강(1큰술), 다진 마늘(1.5큰술)을 넣고 약한 불에 올려 휘저어준다.', '어느 정도 걸쭉해지면 볶아둔 다진 소고기를 넣어 섞어준다, 약 3분 뒤에 불을 끈다,', '참기름(1/2작은술), 통깨(1큰술)을 넣고 잘 섞어주면? 더운여름철, 입맛 돋우는 수미네 소고기 고추장볶음 완성!']","['소고기고추장볶음', '고추장볶음', '수미네반찬']"
14,15,밑반찬,일상,소고기,볶음,:: 소고기 다짐육 요리 :: 다른 반찬이 필요없는 소고기약고추장 만들기,https://www.10000recipe.com/recipe/6971866,"1,709",꼬꼬부기                                ,4,30분 이내,초급,"['소고기다짐육', '고추장 크게', '아몬드', '술', '후추가루', '꿀', '참기름', '참깨']",밥에 비벼먹으면 너무 맛있는 소고기 약고추장이에요. 나물을 넣고 비빔밥 소스로 사용해도 좋고 그냥 단독으로 비벼먹어도 너무나 맛있어요.,"['아몬드 한줌을 칼로 잘게 다져주세요.', '잘게 다진 아몬드를 팬에 2~3분 정도 살짝 볶아준 후 그릇에 덜어놔 주세요.', '소고기 다짐육 150g을 팬에 넣고 술 1T 를 넣어주세요.', '마늘 1T를 넣은 후 센불로 소고기가 완전히 익고 물기가 사라질 때까지 볶아주세요.', '소고기가 다 볶아지면 후춧가루를 살짝 뿌려줍니다.', '고추장 7T를 넣어주세요.', '타지 않도록 물 3T, 꿀 3T를 넣은 후 중불로 볶아줍니다.', '준비해 놓은 아몬드도 모두 넣어주세요. 그리고 물이 살짝 졸아들때까지 볶아주세요.', '고추장이 다 볶아지면 불을 끈 후에 참기름 1T, 통깨 0.5T를 넣은 후 잘 섞어주세요.', '다른 반찬이 필요없는 소고기 약고추장 완성이에요!']","['약고추장', '소고기다짐육', '소고기', '고추장']"
15,16,밑반찬,일상,소고기,볶음,그냥 밥에 쓱~ 비벼 먹으면 맛있는 소고기고추장볶음,https://www.10000recipe.com/recipe/6941783,"10,224",배고픈엄마                                ,2,30분 이내,아무나,"['\u200b식용유                                                                                    1큰술', '참기름', '다진마늘', '대파', '양파', '다짐육 소고기', '고추장', '고춧가루']",뜨끈한 밥에 간장이든 고추장이든 넣고 참기름 살짝 더해 쓱 비벼 먹으면 맛있지요. 물론 배고플 때는 뭘 먹어도 맛이 있지요. 양념채소와 함께 볶은 소고기에 고추장 넣고 소고기고추장볶음 만들어 두면 며칠은 든든합니다. 밥에 올려 비벼 먹고 국수 삶아 비벼 먹고 소고기고추장볶음 하나가 허전하면 계란후라이 더해 주면 더 좋구요. 여기에 나물 반찬 있음 더더 좋구요. 아무튼 요즘같이 식구들이 집에서 밥을 먹는 날이 많을 때는 소고기고추장볶음이 든든한 반찬입니다.,"['달군 팬에 식용유 1큰술, 참기름 1큰술을 두르고 다진마늘 1큰술, 대파 1대를 쏭쏭 썰어 넣고 양파 1/4개를 잘게 다져 넣고 볶아 줍니다.', '정육점에서 다짐육 소고기 300g을 사와 체에 담아 흐르는 물에 한번 씻어 물기를 최대한 빼주었습니다.', '그리고 소고기를 넣고 후추 1작은술, 청주 3큰술을 넣고 함께 볶아 줍니다.', '소고기가 완전히 익으면 고추장 6큰술, 고춧가루 2큰술을 넣고 고루 볶아 줍니다.', '약한불에서 전체적으로 고르게 한번 자글자글 끓여 줍니다.']",
16,17,밑반찬,일상,소고기,볶음,소고기 애호박 볶음 손님초대용 반찬으로도 좋아요!,https://www.10000recipe.com/recipe/6909263,"7,613",멜리샤인                                ,3,15분 이내,초급,"['소고기', '애호박', '허브솔트', '마늘', '고추', '양파', '새우젓']",애호박 볶음이 소고기 빨을 받고 있는것 같네요^^ 색감예쁘고 반찬용으로 최고인 애호박 볶음과 멋스러운 소고기 까지 색감이 너무예뻐요. 고명으로 빨간고추도 올려봤어요. 손님대접요리에도 잘어울릴것 같고요. 평상시에 예쁜접시에 담아내면 맛있고 품격있는 반찬 탄생.,"['애호박은 반달로 썰어 소금 0.5 티스푼으로 절여주세요. 색이 선명해지고 맛이 깊어져요.', '등심으로 사용하면 좋은데 저는 국거리용 소고기를 사용 (한줌) 먹기좋게 썰어주세요.', '기름을 소량 두르고 청양고추를 볶아 매운맛을 내주세요. 소고기 볶음은 느끈한 맛이 있기때문에 매운맛을 첨가했어요. 편마늘도 함께 볶아주세요. 마늘향으로 향긋해져요!', '마늘과 고추가 어느정도 볶아지면 소고기를 넣고 함게 볶아주세요.', '고기가 어느정도 익고 핏기가 사라지면 애호박을 넣고 볶아주세요 빠르게', '소고기는 오래익히면 질겨지고 아주 오래 익히면 다시 부드러워 지죠. 반찬용으로 볶을것이기 때문에 아주오래 익힐수가 없으니 빠르게 뒤젹뒤젹 볶아주세요.', '새우젓 2큰술 추가', '채썬 양파를 넣고 양파가 숨이죽을대까지 볶아주세요. 허브솔트도 뿌려주세요 (지금부터 간은 소금으로 해주세요) 숨이 어느정도 죽어가면 불을 재빠르게 꺼주시고', '통깨를 넣어 다시 빠르게 섞어주세요.', '감칠맛을 더 원하시면 국간장을 넣어주세요! 소고기는 따로 감칠맛이 필요없어서 새우젓과 소금으로 간을 해주세요. 마무리는 통개로 해주세요^^!', '바로 뜨거울때 반찬용기에 담아주세요. 냉장고에 넣고 드실때마다 데워서 드셔야 맛있어요~!']","['소고기볶음', '호박볶음', '소고기호박볶음', '호박소고기볶음', '애호박볶음', '소고기요리', '호박요리', '호박소고기', '밑반찬', '볶음반찬']"
17,18,밑반찬,일상,소고기,볶음,소고기 피망 표고 버섯볶음 ,https://www.10000recipe.com/recipe/6962961,"3,463",함박꽃                                ,2,15분 이내,아무나,"['소고기', '피망', '표고버섯', '양파', '홍고추', '간장', '굴소스', '들기름', '마늘', '후추', '통깨']","표고가 통통하니 맛있게 생겨 볶아 봤어요
따듯한 밥위에 올려 비벼도 맛있는거 있죠","['소고기 표고버섯 피망 양파 썰어서 준비해요', '냄비에 들기름1술 두르고 소고기부터 볶아줘요', '표고버섯 썰은것도 넣어주고 후추와 굴소스 진간장 마늘 순으로 넣어요', '피망 양파 홍고추 썰은것도 넣어주고 볶아요 볶아', '마지막 들기름1술 넣어 마무리 간을 해주면 되요', '비빔밥을 해도 좋고 생표고버섯 향이 아주 좋아요']",
18,19,밑반찬,일상,소고기,볶음,소고기표고버섯볶음 쫄깃하고 맛있는 밑반찬 ,https://www.10000recipe.com/recipe/6835976,"37,418",요리쿡조리쿡                                ,2,30분 이내,초급,"['표고버섯', '쇠고기', '꽈리고추', '굴', '소스                                                                                    1큰술', '다진마늘', '통깨', '간장', '청주', '후추약간']",향이 그윽하니 좋은 표고와 쫄깃한 감칠맛이 좋은 쇠고기를 넣고 만든 영양 가득한 밥반찬으로 소고기표고버섯볶음을 만들어 봤어요.,"['고기는 밑간 재료를 모두 넣고 조물조물 재워 둡니다.', '물이 끓으면 소금 반큰술 정도를 넣고 표고를 넣어 부글부글 끓어오르고 약 5초후에 건져서 찬물에 씻어 건져주세요,', '표고의 물기가 빠지도록 꼭 짜서 밑동을 떼어내고 채를 썰어주세요. 양파 있으면 함께 채를 썰어 넣어주셔도 좋아요.', '팬에 기름을 두르고 소고기를 넣고 볶다가 표고와 꽈리고추를 넣어 볶아주다가 굴소스 한큰술을 넣고 볶아주고 다진마늘도 넣어 볶아주세요. 마늘을 편으로 썰어서 넣을때는 마늘을 먼저 볶다가 재료들을 넣어 볶아주심 좋아요. 다 되면 불을 끄고 통깨를 넣어 섞어주심 되요.']",
19,20,밑반찬,일상,소고기,볶음,오늘의 반찬 - 소고기 깻잎볶음 :],https://www.10000recipe.com/recipe/6863773,"4,609",몽실1004                                ,1,30분 이내,아무나,"['깻잎', '다진소고기', '간장', '참기름', '다진마늘', '설탕']",소고기와 깻잎의 만남 !!,"['깻잎을 깨끗이 씻은후 4등분해서 끓는물에 데쳐주세요', '양념장 준비하기\n간장,참기름,설탕 1/2T 다진마늘1/3T\n를 섞어 준비해주세요', '데쳐둔 깻잎에 양념장을 넣고 버무려주세요', '후라이팬에 소고기와 소금조금을 넣고 볶아주세요\n그리고 소고기가 반정도 익었을대 참기름을 두르고 양념해둔 깻잎을 넣고 볶아주시면 맛있는 소고기 깻잎볶음 완성 !!']",['소고기깻잎볶음']
20,21,밑반찬,일상,소고기,볶음,단호박 소고기 볶음,https://www.10000recipe.com/recipe/4256490,"42,803",카푸치노                                ,2,30분 이내,초급,"['소고기(채끝살)', '단호박', '대파', '빨강파프리카', '다진마늘', '기름', '물', '소고기밑간(청주', '후추가루', '매실청', '양조간장', '맛술', '다진마늘', '참기름', '홍삼가루                                                                                    2g']",단호박의 진한 단맛과 소고기의 감칠맛이 잘 어우러져 밥반찬으로 좋구 아이들반찬으로도 넘 좋답니다. 단호박소고기볶음 만나보세요.,"['채끝살을 먹기좋게(3*4cm)정도 크기로 썰어 청주, 후추가루 넣어주신후 10분정도 놓아주세요.', '단호박은 숟가락으로 씨를 제거한후 전자렌지에 2분정도 돌러 칼로 껍질을 벗겨 먹기좋게(3*4)정도로 썰어주시고 빨강파프리카는 2cm정도로 썰어주시고 대파는 어슷썰어 준비해주세요전자레인지', '팬에 기름을 두르고 마늘을 넣어 마늘향이 날때까지 볶아주세요.', '단호박을 넣어 2분정도 볶아주시다가 물을 넣어 단호박이 익을정도까지 볶아주세요.', '재워둔 소고기를 넣어 볶아주세요.', '양념장재료를 모두 섞어주시고 홍삼가루를 넣어 양념장에 섞어주세요.', '양념장을 넣어 센불로 볶아줍니다.', '고기가 익을때쯤 파프라카 ,대파를 넣어 섞어주신후 불을 꺼주세요.', '달큼한 단호박과 든든한 소고기의 만남. 단호박소고기볶음 완성입니다.']",
