,index,닉네임,작성날짜,작성시간,별점,내용
32,6214,배고파1027,2019-11-03,10:49:09,5,"3번했는데 실패없이 맛있게 먹고있습니다
메추리알 2판사다가 양념 2배로 했는데 정말 맛있어요^^"
33,6214,onur****,2022-07-18,18:31:29,5,정말 꽈리고추 넣으니 향미가 엄청 좋네요~~ 육수한알넣고 버섯도 좀 넣었는데 레시피대로 양념하니 진짜 국물에 밥 비벼먹고 싶은 맛이에요!
34,6214,초보각시,2020-06-05,18:49:07,5,"간단하고 쉬워요 직장맘에 육아맘인데 바쁜일상으로 아이에게 반찬을 뭐해줄까 항상 고민하거든요 요번 기회로 만들었는데 깔끔하고 맛있어요 무엇보다 아이가 더 좋아한답니다
맛있게 잘 먹었습니다"
35,6214,쭈니내꼬,2020-05-25,21:17:05,5,"메추리알 470g으로 위 레시피대로 물, 양념 x2배로 만들어서 졸였더니 아주맛있어요^^ 꽈리고추와 홍고추 넣었는데 신랑이 정말 잘먹네요 기쁩니다 이 레시피로 정착이요~~^^

메추리알 630g에 소고기 (우둔살) 206g으로 물, 양념 x2배로 만들어서 졸아도 맛있어요^^"
36,6214,도화평,2019-07-09,18:14:34,5,와 정말 맜있었어요 꽈고리고추 안넣었느데 정말 맜있었어요 레시피 감사해요
37,6214,꽃냥ol,2020-02-11,17:24:24,5,"전 버섯도 추가하고,제입에는 달아서 ㅎㅎ설탕 1 미림1 올리고당1 만 넣엇어요~매운고추랑 홍고추도 추가하고 ㅎㅎ요 레시피로 3번째하네요 ㅎㅎ조금 덜달게 해서 먹으니 꿀맛 ㅎㅎ"
38,6214,선데이,2020-03-09,14:51:14,5,"맛있어요ㅎㅎ 제 입에는 달아서 물 조금더 추가하고 간장 더 넣으니 딱이네요~
간봐가면서 가감하시면 될것 같아요
저는 돼지고기도 넣었어요"
39,6214,희망샘~,2022-02-27,14:35:08,5,"든든하게 쟁여둘 수 있는 밑반찬 꿀템입니다^^ 맛도 있지만, 밥 먹을 때마다 조금씩 꺼내 먹으니 참 좋군요! 한동안 행복하게 잘 먹을 듯 합니다"
40,6214,뽀야양,2019-08-30,11:20:28,5,도시락반찬으로 만들었는데 색이 너무 예쁘게 잘났고 간도 적당해서 너무 좋았어요~ 좋은 레시피 감사합니다!
41,6214,동이오빠,2019-05-04,18:58:21,5,메추리알이랑 꽈리고추만 있으면 뚝딱 만들 수 있어서 좋습니다! 맛도 있어요 bb
42,6214,잘먹었습니댜,2018-03-20,19:13:57,5,"장조림 처음 해봤는데 대성공ㅋㅋㅋ동생이 사온거 아니냐고 의심했어요
전 짭조롬한거 안좋아해서 간장4로 줄였는데 딱이였어요
좋은 레시피 감사합니다"
43,6214,윤지지롱,2019-11-05,13:20:32,5,"저는 꽈리고추대신 땡초를 넣었더니 맵삭하니
맛있었어요
다음에는 꽈리 고추로 다시 만들어 봐야겠어요"
44,6214,結玄,2022-03-09,11:35:25,5,"좀 많이 달아요.짭쪼롬한 맛을 즐기시려면 간장,미림만으로도 충분할 듯 해요"
45,6214,라라라87,2019-05-13,15:24:15,5,"레시피대로 했는데 도시락반찬으로도 정말 딱이네요^^
입맛에 딱!!! 맞아요ㅎ 장조림류 만드는건 처음인데 남편이 맛있게 먹어줘서 요리에 시동걸리도 있는 새색시랍니다. 레시피 감사해요^^"
46,6214,보리여리,2019-01-29,16:01:42,5,"쉽게 할수있어 좋았던거 같아요! 게다가 맛도 좋구요
전 버섯이랑 통마늘도 추가로 넣었어요 ㅎㅎ"
47,6214,vnfl39,2022-06-17,13:47:11,5,"메추리 470그람 물1컵반 양념 써주신거에서 반씩 더하고 청양고추반개 마늘1스푼 넣엇어요
맛잇어요"
48,6214,narang,2018-11-21,17:26:04,5,"감사합니다~ 레시피를 쉽고 간편하게 올려주셔서 재료만 사와서 아기 자는 새 얼른 만들 수 있었어요^^
저는 마늘이랑 말린표고, 후추를 추가했습니다"
49,6214,긍정의 에너지~다온,2019-11-05,15:52:57,5,"처음만들어봤는데 성공했네요.
꽈리고추 포크로 퐁퐁뚫어서하니 더 맛있게 된거같아요.
짜지도 않고 간도 딱좋아요^^"
50,6214,요리조리02,2021-01-29,13:22:58,5,"몇번째 다시 다시 만드는지 모르겠네요^^
정말 맛있어요♡ 재료도 레시피도 간단하고 맛도 좋고~ 
레시피 공유 정말 감사합니다^^"
51,6214,현이,2022-02-08,18:30:16,5,"너무 맛있어요~요린이도 너무쉽게할수 있어서 좋았어요
맛난레시피 감사합니다~"
52,6214,뽐얹닝,2019-02-14,19:08:43,5,전여기다 홍건고추 다시마 사과 반조각넣고 마늘 꽈리고추넣고 조렸어요 매콤 새콤달달 맛나네여^^♡
53,6214,귤조앙,2019-08-30,18:13:38,5,"저는 다시마물로 했구요.꽈리고추를 넣어서 살~짝 매콤하니 비린내도 안나고 맛있네요..
물과 양념은 좀 더 많이 해서 오래 졸이면 더 맛있을 것 같아요..
맛있는 레시피 감사합니다."
54,6214,김아미831,2020-02-22,21:33:30,5,"간보니까 달아서 간장을 조금 더넣었어요! 
담엔 단맛만 조절하면 될거같아용~~~ 
색깔도 이쁘게 나오고 넘 맛났어요!!!"
55,6214,쾌걸미나,2018-05-11,19:11:26,5,"요리하는재미에 푹빠져있는 요리초보예요
쉽고 일목요연한 설명덕분에 요달된 느낌이에요~^^"
56,6214,20200212,2020-06-13,10:44:27,5,메추리알 270*2 양념 *2하고있는중이에요~간장이 국간장밖에없어서 간장은 6큰술만 넣으니 딱 제입맛에 맞네용
57,6214,현+린+송 맘,2022-08-26,22:57:51,5,"장조림은 백종원레시피 한번 도전한 이후 처음인데, 너무 쉽게 완성했어요~~
편찮으신 어머님 드시라고 만들었어요
잘 드셨음 좋겠습니다~"
58,6214,후추오므라이스,2020-10-29,15:28:26,5,"냉정고에 양송이 버섯있어서 넣어봤어요!
색이 잘 어울리고 피자에 올라간 버섯처럼 말랑말랑 하고 좋아요!"
59,6214,김도순이,2019-08-12,22:37:52,5,전 메추리깐거 500g으로 했고요 짤거 같아서 걱정했는데 안짜고 맛있네요 간단하면서 맛있는 레시피 감사합니다^^
60,6214,Ji Hyun Hwang,2019-01-10,23:28:52,5,메추리알. 꽈리고추 1봉지씩 넣고 했어요. 꽈리고추에 포크로 구멍 뚫고 조금 늦게 넣었어요. 맛있어요.
61,6214,천혜향쥬스,2022-03-22,12:29:56,5,2팩 40개 기준 꽈리고추 12개 물 한컵반 간장 8 설탕 2.5 올리고당 2.5 맛술 2.5 넣고 했더니 완전 맛있게 됐어요!
62,6214,늘피곤해,2019-11-29,15:33:36,5,"무엇보다 레시피가 쉬워서 마음에 들었고, 게다가 맛도 좋아서 더 마음에 드네요. 감사합니다~♡"
63,6214,당니ㅇㅇ,2019-05-13,19:20:15,5,메추리알조림 자주 해먹는데 꽈리고추 넣고는 처음 해봤어요~ 양이 많아서 양념조절에 약간 실패햇지만 그래도 맛있게됐어요 ㅎㅎㅎㅎㅎ
64,6214,가요니♡,2022-10-14,10:59:50,5,"좀 달긴한데 기호에 맞게 올리고당이나 설탕을 좀줄이시면 될거같고, 너무 맛있어용!"
65,6214,뚝딱요리잘하고파,2020-07-26,23:44:54,5,두번째네요 단것별로안좋아해서 설탕좀줄이고 실패없이 간단하게 맛있게 해먹었어요~
66,6214,권유미,2021-06-01,17:09:23,5,"넘맛있어요~~친정아버지 보내드리려고 만들었어요~^^저는 메추리알 양이많아서 간장2,설탕1 더 넣고 졸였어요~맛있는 레시피 감사드려요~~"
67,6214,정다원엄니(서경joyce),2019-02-13,05:01:00,5,"메츄리알 까는것보다 쉬웠어요
짜지도 않고 맛있네요
혹시 설탕대신 매실청 넣어도 될까요?
맛있고 쉬운 레시피입니다
꽈리고추가 없어서 못 넣었는데 맛있네요"
68,6214,for missyou,2019-12-09,16:13:25,5,"집반찬으로 만들었는데, 저는 꽈리고추에 소고기도 찢어넣어서 조림양념을 반정도 더 넣었더니 엄청 맛나네요^^"
69,6214,김콩갱,2021-03-08,15:01:13,5,집에 있는 청양고추 넣었는데 신랑이 맨날 도시락 반찬으로 챙겨갑니다. 감사해요
70,6214,정훈엄마,2019-04-05,20:05:38,5,"아이랑 넘넘 맛있게 잘 해 먹었어요~~^^
아이가 엄마 최고 !!라고 말해주네요 ㅋㅋ"
71,6214,김은덕,2019-05-18,02:33:37,5,"너무 맛있게 먹었습니다~감사합니다ㅠㅠ
신랑은 달다고하는데 제입맛에는 맛있었습니다"
72,6214,catrina,2018-07-27,16:42:47,5,여러가지 레시피를 봤지만 제일 간단하면서도 상세하고 요리하기 너무 좋았어요~^^ 메추리알을 1kg으로 사서 하는 바람에 배로 더 양념들을 넣었네요.ㅎㅎ 맛은 좋아요^^/
73,6214,박 경은,2020-09-08,21:07:30,5,"오래간만에 가족들위해 메추리알장조림을 해봤어요
꽈리고추까지 환상이였어요
저는 색이 진한것같아 간장을줄이고 소금으로 나머지간을 했더니 색도 좋고 너무맛있었어요 쵝~오입니다^^*"
74,6214,tre3024,2022-03-09,20:35:46,5,감사해요 간단한 요리였네요! 밥에 비벼먹고 싶을 정도의 양념소스가 됐어요
75,6214,레모네이드_찡,2019-06-20,19:55:03,5,맛있었어요>_< 마늘 좀 넣으니까 맛있긴한데 나중에 마늘이 바스라져서 좀 지저분해보였어여ㅎㅎ
76,6214,=^*^=,2021-07-27,17:09:35,5,"꽈리고추장조림은 처음 해보는데 되게 맛잇네요
신랑이 밥먹을때 먹고 맛잇다고 햇음 좋겟어요~~^^"
77,6214,냐하하♡,2022-06-16,10:13:58,5,"꽈리고추랑 미니송이를 함께넣어서 비율대로 양념조절해서 만들었더니 딱이네요.
색감도 이쁘고 간도 적당해요^^"
78,6214,밍맹몽,2020-05-11,17:41:13,5,제가 정말 좋아하는 반찬 중 하나인데 맛있게 잘 만들어먹었어요! 요리 초보라 서툴어서 약간 싱거웠지만 그래도 잘 만들어 먹었어요ㅎㅎ
79,6214,해정 짱,2020-04-11,09:07:52,5,"항상 이 레시피로 조리해요..실패가 없습니당..ㅋㅋ
3:1:1의 비율로 메추리알 양 조절해서 전 항상 마니 마니 해요"
80,6214,맹모송선생,2018-11-12,18:31:16,5,"간단하고정말좋네요!메추리알해서이렇게색깔잘물들은거첨이예요ㅋ
감사요♡"
81,6214,냐금냐금,2018-12-06,23:50:51,5,"냠냠^^
잘 먹었습니다^^
꽈리고추도 포크로 폭폭 찔러서 양념도 잘 베였어요^^"
82,6214,stillaeun,2020-03-27,03:14:27,5,"두배합소스로 미림대신에 청주로, 설탕과 올리고당은 좀줄이고 했더니 너무맛있었어요^^"
83,6214,그럴수있지,2022-01-26,22:54:05,5,진짜 저만한 요리 똥손이 없을 거라고 확신합니다 그래서 요리를 아예 안하기도 했었고요 근데 갑자기 메추리알조림에 꽂혀가지고 엄청 긴장하고 떨려하면서 이 레시피대로 해봤는데 정말 너무 맛있게 됐습니다 제가 먹어봤던 제가 해보고싶던 그 맛으로요 너무 감사합니다 앞으로 제 기준은 이 레시피입니다
84,6214,꼬이닝,2019-11-07,02:39:08,5,슈퍼에 깐마늘1키로사고 곤약도 사고 꽈리고추 두봉사서 4배로 해서 만들었어요..첨 이런 조림 만들어 봤는데 맛있네요~~넘 많아서 주변에도 나눠줬어요~~다들 맛있다하네요~~^^
85,6214,률쓰,2021-09-15,19:52:14,5,"메추리알조림 처음 해봤는데 따라하기 쉽고 맛도 넘 좋아요. 딸냄이 두그릇 뚝딱 했습니다.
맛난 레시피 감사합니다 ~^^"
86,6214,햄스틴이,2021-04-15,23:09:30,5,짜지는 않은데 쪼오끄 달아요 설탕을 너무 욕심껏 넣은듯 감사합니다!!!!!
87,6214,이새벽92,2020-09-01,23:26:50,5,"남편이 양념이 너무 맛있대요 감사해요
이 레시피로 이제 정했어요 ㅎㅎ"
88,6214,희야룽,2018-03-27,18:13:03,5,"진짜 간단하고 빠르게했어요!!
근데 맛까지있어요ㅎㅎ 감사합니다^^♡♡"
89,6214,swsaej,2021-02-04,10:44:49,5,"넘맛있게되어 기분짱^^
짧은시간에 밑반찬 만들어서 좋네요~
레시피 굿!"
90,6214,섹시사론,2019-11-28,08:57:58,5,너무간단하고 맛있어요!! 단맛 싫어하시는 분은 설탕좀 줄여도 될듯요
91,6214,한지0,2020-03-24,19:06:59,5,최고의밥도둑!!! 첨해봤는데 맛있게 잘 됐네요 ㅎ.ㅎ 잘먹겠습니다!!!!
92,6214,백설지영,2022-08-28,18:57:16,5,쪼금달아요! 전 담에 설탕 하나 빼두 될듯해요 ㅎㅎ 그래도 맛있네요!
93,6214,수영바라기,2018-12-23,21:20:06,5,그동안 했던 조림 중에 제 입맛에 가장 잘 맞아요. 쉽고 맛있어요
94,6214,30만호,2021-07-05,20:47:43,5,"메추리알 1키로 사서 양념 2배로 했는데
딱 이예요~ 감사합니다~"
95,6214,허블리♡.♡,2020-11-03,11:14:01,5,간단하고 완전 짱ㅎㅎ~! 이 레시피대로 쭉하려구요 감사합니다
96,6214,kjk84651,2021-07-07,09:18:34,5,조리과정을 쉽게 알려주셔서 감사합니다. 맛있게 먹었습니다^^
97,6214,감성쟁이,2018-04-12,21:19:35,5,좀 어설프긴 하지만. 메추리알장조림 첫도전 성공했어요 ㅎㅎ
98,6214,그냥 맛나게,2021-01-07,11:43:43,5,애들은 메추리알 아빠는 꽈리고추 골고루 식구들이 잘먹어요~
99,6214,긍정냥이,2020-10-14,10:35:00,5,맛있어요~! 단걸 안좋아해서 담번엔 설탕양은 줄여보려구요
100,6214,Silverone1108,2020-02-07,16:27:09,5,"저는 심플한 레시피를 좋아해요 
완벽했어요 고맙습니다:)"
101,6214,클라우드999,2022-07-10,14:06:06,5,맛있었어요. 입맛 없어하던 아이가 밥을 더 달라고 하네요.
102,6214,포니쨩,2020-06-04,15:21:33,5,계란 푹 졸이고 중간 맛보니 너무 맛있어요! 꽈리고추 투하
103,6214,응경이,2022-02-16,12:02:19,5,조금 달긴 하지만 맛나게 온식구가 잘먹네요~감사합니다
104,6214,호호아가씨88,2020-07-09,10:40:06,5,완전 맛있어요~!쉽고 간단해서 하기좋았어요~감사해요^^
105,6214,맑은하늘바람,2022-02-11,20:38:58,5,맛은 있는데 꽈리고추가...흐물흐물한게 걸레됐어요 ㅠ
106,6214,菜 昇 遠,2021-12-06,21:39:39,5,"맛있어요 하지만 
많이 쪼리려고 욕심부리다가 망작ㅠ"
107,6214,♥뽀~오♥,2019-11-15,09:45:05,5,환상임돠~~항상 실패였는데...맛있게 넘넘 잘먹었어요
108,6214,가현&가윤,2022-01-03,21:03:36,5,따라하기 쉽고 간단하고 맛있었어요. 정말 감사해요 ~
109,6214,loveis~♥,2021-08-22,14:50:49,5,맛나게해서먹것어요 아이도아빠두^^ 레시피감사해요
110,6214,주부초단이닭,2020-01-14,10:02:26,5,남편이 메츄리알장조림을 좋아해서 함해봤어요~~*^^
111,6214,미다유,2019-08-15,15:44:56,5,장조림을 이리 간편히 할수 있는줄 몰랐어요 ㅎㅎ
112,6214,보르배♡,2020-11-29,00:16:48,5,"처음 해봤는데 ..맛있게 잘해먹었어요
감사해요;)"
113,6214,푸른솔아,2021-10-13,11:56:29,5,2배양을 해서 양념도 2배로해서 맛있게 잘됐어요.
114,6214,판교오리발,2020-03-19,20:48:05,5,진짜 완전 맛있게 잘됐어요♡레시피대로만 딱!!!
115,6214,해피맘,2022-02-02,21:15:56,5,"항상 이레시피로 하지욤
아이들이 넘 좋아해요~~"
116,6214,하투뿅뿅♥♥,2019-10-11,05:43:26,5,핵꿀맛인데요? 좋은레시피많이많이 올려주세요
117,6214,체리짱,2020-10-18,07:51:41,5,매우 잘되었어요 너무 감사합니다 맛도 좋아요~
118,6214,김영옥,2021-04-17,06:16:10,5,"짭짜롭한게 맛있었습니다
감사히 보고 감니다"
119,6214,율하김동현,2020-12-22,17:19:14,5,"양도 사온만큼 딱이라
조리법도 쉽고 맛있네요."
120,6214,요리는즐겁다♡,2019-11-19,16:36:54,5,밑반찬으로 잘먹었습니다 ♡레시피 감사해요
121,6214,우니허니,2020-08-09,14:47:37,5,"색깔도 맛도 훌륭해요.^^
맛있게 잘먹을게요.~~"
122,6214,B채연,2020-06-26,19:56:42,5,간단하네용 ㅋㅋ 자주해먹을수있을꺼같아요!
123,6214,새싹 꼬미곰,2022-02-27,19:36:50,5,싱겁네요..레시피대로 했는데 싱거워요 ㅠㅠ
124,6214,1♥rak2~(sunny),2018-07-17,17:40:53,5,너무너무맛있어요 공유해주셔서 감사요~^^♡
125,6214,구비니,2021-02-14,20:30:32,5,너무 깔끔하고 쉽고 맛나요❤️ 감사합니다!
126,6214,마음e,2020-03-04,20:19:16,5,조리법 쉽고 만들기 편하네요ㅋ 감사합니다
127,6214,이나soultree,2020-09-13,23:41:09,5,감사합니다 ~ 레시피대로 하니 맛있어요
128,6214,김다펑,2019-01-11,14:35:10,5,생각보다 쉬워용!! 신랑도 좋아하네요 ღ
129,6214,- 토우,2022-02-07,23:36:28,5,정말 맛있어요~ 남편이 너무 좋아해요♡
130,6214,미취니,2022-10-30,17:40:42,5,맛나게 잘 되었어여! 고맙습니다 ㅎㅎ
131,6214,노브레인(NOVRAIN),2020-03-19,16:01:00,5,"잘되었네요..
맛있게 잘먹겠습니다.."
132,6214,처음처럼,2022-01-16,11:59:38,5,빠른시간 안에 끝나네요. 감사합니다
133,6214,김구잘,2018-06-15,20:24:50,5,맛있게 잘 먹었습니다. 감사합니다
134,6214,체리블로섬,2020-04-15,17:38:44,5,꺅!!!!! 너무맛있어용♡♡♡♡♡♡
135,6214,여자이마에,2020-04-09,00:05:50,5,간단하게 만들수있어서 좋네요~^^
136,6214,영ᆞ웅이 맘 쑤기~~^^,2019-01-24,20:11:08,5,울 꼬맹이 들이 넘 잘 먹어요~~~^^
137,6214,tabby,2019-11-18,17:22:08,5,간단하면서도 맛있게 먹었어요.
138,6214,혜숭2,2022-06-25,12:10:25,5,늘 맛있게 먹는 레시피입니다!
139,6214,산본댁,2022-07-19,19:01:38,5,달달하니 반찬으로 딱이에요!!
140,6214,전영서ㅋ,2021-10-28,10:56:11,5,이레시피대했더니다잘먹네요
141,6214,화원유니맘,2022-01-16,12:11:44,5,색이.. 좀 이상해요ㅜㅜ ㅎㅎ
142,6214,세상2018,2019-05-04,12:03:51,5,맛있고 쉬웠어요 감사합니다
143,6214,시원한환타오렌지,2019-05-09,19:04:07,5,간단하면서 정말 맛있어요!!
144,6214,kongnim01.,2019-09-10,13:41:38,5,아이들이 맛있다고 금새~~^^
145,6214,KEY,2022-08-28,18:18:09,5,간단하게 뚝딱 감사합니다
146,6214,쏭미♥,2021-09-02,10:58:08,5,간단하고 진짜 맛있어요^^
147,6214,김미화~,2021-10-26,19:40:36,5,딸아이 넘 좋아하네요 ~~^^
148,6214,문도맘,2020-06-14,18:45:15,5,"단박에 성공~^^
감사해용~"
149,6214,봄날~,2018-11-11,19:01:32,5,"칭찬받았어요
감사해요^^"
150,6214,여누쮸랑,2019-07-18,12:11:38,5,완전 최고예요~~^^♡♡♡
151,6214,뽈애버,2021-01-01,19:26:12,5,여러번 만들어먹었어요
152,6214,유호둥,2021-07-14,20:40:43,5,맛있게 잘먹겠습니다~
153,6214,현이랑수야랑,2020-04-28,16:00:03,5,맛나게 잘해먹었어용
154,6214,은콩8,2021-05-12,09:44:51,5,간단하니 맛이 좋쥬~
155,6214,맛있구나,2019-03-20,19:12:39,5,맛있게 잘먹었어요~
156,6214,ㄱ 최명화,2020-08-25,21:20:29,5,간이 딱 맞았어요!!^^
157,6214,박소현쌤,2018-12-21,22:21:14,5,앗 정말 맛있네요♡
158,6214,mintb,2019-12-29,21:59:57,5,레시피 감사합니다!
159,6214,리맹,2020-06-02,15:16:55,5,간단하고 맛있네요!
160,6214,차~♥영아,2020-03-17,06:59:16,5,간편하게 잘했어요
161,6214,김현숙83,2019-03-31,07:38:57,5,저두 만들었네요^^
162,6214,아름아름.,2020-03-02,22:08:38,5,너무맛있어용♡♡
163,6214,myee713,2022-01-29,13:32:43,5,처음 해봤어요~
164,6214,먹먹2,2022-05-11,21:58:38,5,편하고 맛나요
165,6214,진80,2021-02-09,11:28:14,5,너무 맛있어요
166,6214,정윤°,2020-06-22,20:28:38,5,정말 맛있어요
167,6214,올집막내,2020-11-29,19:26:53,5,잘만들었어요
168,6214,수행중,2022-02-14,17:54:44,5,맛있어요^^
169,6214,cujo,2019-06-21,17:49:52,5,맛있네용!!
170,6214,강수지연,2020-01-04,13:06:20,5,맛있어요
171,6214,융른성,2022-04-07,17:52:37,5,맛있어야
172,6214,보르댕1020,2019-08-28,20:32:19,4,간단하니 맛있어요~! 꽈리꼬추는 설명에없지만 이쑤시게로 구멍을 내주고 해야 푹 죠려져요
173,6214,♡EUNHYE PARK♡,2019-06-21,02:55:11,4,삼삼하니 간도 적당하고 좋습니다.
174,6214,몽마미,2019-04-14,15:13:16,4,간단히 하기 편해요 맛두좋고~~~
175,6214,김인화,2022-05-18,19:50:40,4,맛있게잘먹었어요 감사합니다
176,6214,rsw****,2019-07-14,11:19:08,3,간장종류에따라검게되는것깉으며검게할려면다른부재료를넣을것같아그냥먹기좋을만큼적당하게간장색을넣어짜지도않고달지도않게마늘도굴러다녀서넣어봤네요!맛납니다!영양식반찬완성!
177,6214,닭쟁이,2018-04-23,01:06:38,3,저한테는 살짝 달았어요..
178,6215,슬긔찡,2022-01-09,19:54:50,5,설탕 양만 살짝 줄여서 꽈리고추 대신 대파 좀 넣고 끓였더니 완전 맛있네요! 짜지 않은 레시피라 짱입니다~
179,6215,k향향,2021-04-26,19:36:42,5,완전 감사하고 고맙습니다. 우리집 식구들이 다잘먹어서 다행이예요.
180,6215,★KJM★,2022-08-22,21:26:36,5,"꽈리고추는 없어서패스하고요.
맛나게 잘 해먹었어요.
엄지척!!!"
181,6215,경이,2021-12-22,01:03:33,5,다른 레시피는 짜던데 이 레시피는 맛있네요!!
182,6215,-엄재훈,2021-08-10,12:19:28,5,덕분에 가족들이 맛나게 잘먹어주네요.
183,6215,권예지,2022-07-20,17:03:52,5,"레시피보고잘만들었어요
감사합니다"
184,6215,moomos,2021-02-10,15:57:57,5,"맛있게 됬어요 ~~~
감사합니다."
185,6215,김주연,2021-09-27,07:31:46,5,"제 입맛에 딱
너무 간편"
